1985987,T. Yasseri
39634853,C. Nicolaides
7382384,Daniel C. Fehder
2109431438,Chengjun Wang
2441472,Neda Paryab
2127081453,Kristina Gligorić
145519038,Kyriaki Kalimeri
51290625,N. Savela
50292135,Gabriela Molina León
35291144,H. D. de Vos
49305855,B. Lepri
150029041,Ayjeren Rozyjumayeva
8912718,K. de la Haye
150126691,H. Ringo
1907958,F. Germano
2070173005,A. Robertson
1928964,K. Sasahara
2900564,D. Larremore
8074481,Kirk Bansak
144314440,M. Luis
114415925,R. Faber
2142867041,S. Loomba
2165057893,Casper J Albers
73769674,Martijn Schoonvelde
1991315,S. Goldwater
48686208,J. Van Bavel
2817467,Fragkiskos D. Malliaros
1757840,Riccardo Di Clemente
31270684,C. Gennaioli
2103420853,J. Becker
2686922,D. McLeod
49817278,Daniel Flynn
1582151395,C. Christner
52429287,Jennifer Fest
2176024241,Toshiya HIRAYAMA•c•c•c•c•c•c•c•c
2062916957,Akira Ishii
2058025703,Andrew S. Rosenberg
79792994,Moslehi Mohsen
2446400,Bedoor K. AlShebli
9549601,A. Arechar
112844935,I. Pit
2143209220,Vadim Voskresenskii
2058192976,S. Cunningham
31473146,J. V. D. Vis
2465442,Curtis Atkisson
2055417378,T. Hoffmann
2085976718,I. Vartanova
3642680,Scott L. Althaus
1752092,Min-Wen Chao
1838478,B. Uzzi
148363807,Walk Simon
5104106,Katherine A. Cronin
1490528902,Guy Laban
1682878,A. Gionis
2064780005,János Kertész
47432224,L. Ayalon
3235797,Stefano Balietti
2229215,Michael Mauskapf
2118098709,Jacob H. Miller
2066741106,S. Verberne
147764309,P. Aelst
1656681148,Wouter van Atteveldt
2110717605,Lijun Sun
2709512,Juhi Kulshrestha
30695829,I. Olteanu
2076140,G. Daraganova
2065376866,M. Barahona
2488381,K. Donnay
2109235955,Y. Lee
152290158,Austin C Benson
103738205,Zohar Neu
47803829,Mi-Jin Lee
2091697787,Fauna Mahootian
1379485262,Chathurani Senevirathna
3237368,K. Makovi
1965870097,M. Sharma
2114939813,Z. Luo
1994685112,Elisa Oertel
2772997,Christoph Stadtfeld
46710132,M. Schippers
1693341,D. Pedreschi
4342578,Tarik Roukny
116421788,Hannes Rosenbusch
1831395,H. Wallach
2998138,Gordon Pennycook
2131145555,F. Takes
35466212,Qiankun Zhong
1816277,E. Bruch
40361521,H. Friedrich
2090510804,László Lőrincz
2136708,Dan Calacci
66740041,G. Yon
144300761,C. Cattuto
46998035,K. Chan
50609891,C. Hidalgo
1412752599,Manal Saadi
4130953,J. Broere
7007825,E. Plutzer
101726506,F. Münch
103831391,Gert Buiten
81865368,Kieran Mepham
152871533,E. Marchenko
52164217,Emre Çalışır
103151696,B. Mønsted
2067674647,Y. Ishikawa
1680270,K. Karahalios
118957299,Loseva Alla Vladimirovna
2056954162,Michael Maier
2149209228,Eunseo Lee
118700719,Maayan Levinson
49902369,Yuan Tian
1785816,A. Provetti
102572717,Z. Sheikhbahaee
2064857882,A. Ghorbani
145681423,Alexandre P. Francisco
3046220,David Jurgens
123080639,Shawnna Mullenax
35876390,D. Brent
114544358,M. Wittich
15756426,A. Morgan
145399281,G. Richardson
2079730487,A. Vogelgesang
1580935862,I. Tingzon
2052292782,M. Bakker
2062873873,B. Rimé
113149591,V. Hase
2059772133,D. Watts
1719767,J. Koskinen
123486018,Florianne C. J. Verkroost
66796008,Dafne van Kuppevelt
103677056,Haye Hazenberg
47992007,E. Sullivan
40944409,Rebekah Tromble
66042341,Fabian Flöck
2072427,René Algesheimer
144937884,Tarun Jain
2097080967,Yu Xiangfei
3329961,Yelena Mejova
48332757,D. Darmon
1818176,Mahmoudreza Babaei
2058299940,A. Vörös
7933719,Anna Natale
21467751,A. C. Kroon
46787843,David Rozado
104404100,Domonkos Sík
2112732135,S. Mueller
2118504953,V. Narayanan
71276094,H. Kwon
4600197,Jens Hainmueller
2632256,Marisa A. Vasconcelos
114920877,S. Gavade
145795997,G. Fireman
46806544,Y. Ogawa
49367064,Johannes Bjelland
14840260,Mingxi Yin
2332167,F. Battiston
51428797,M. Makhortykh
121766989,P. Lozano
2402406,M. Mobius
2065790379,P. Krafft
2061365942,M. Miura
40368603,J. Hofman
47792365,Yuki M. Asano
102718695,Daniel Straulino
144771440,F. Morgan
123750282,F. Emilio
104440722,Henri Kauhanen
31022255,D. Schoch
144747171,A. S. Teixeira
2108600623,X. Wang
66396433,R. Alomà
2067206103,T. Buchmann
1920330996,Tianwei Yang
72339731,M. Fatehkia
2076919522,A. Sachs
2055409262,Seth D. Frey
2115496186,Kang-San Lee
1837968,R. Bhavnani
3028190,Ali Faqeeh
144526907,L. Auvil
3393419,Christa M. Brelsford
1411580971,P. Bansal
120663060,A. Mertens
2676839,Abhijnan Chakraborty
119694053,J. Evans
1490762459,Kimon Kieslich
1506812383,Tyler Amos
143617537,Saptarshi Ghosh
32475436,M. Dikaiakos
2737894,Gaël Le Mens
2111775566,R. Arthur
2066045434,Johnnatan Messias
93152057,P. Tomasz
50187458,Patrick J. Wolf
2125094000,Zhong Sun
1682773,A. Pentland
1720683,B. Baesens
2064735103,Fabrício Benevenuto
49502087,D. Ramírez
2080693234,C. Allegri
37756512,A. Leroux
1406243356,Sune Lehmann Jørgensen
30577839,Wang Bing-lu
145670814,K. Kaski
2133817351,K. Martynov
2056320904,H. Heuer
31207842,Brigitta Németh
134319547,Liu Muyang
122608810,Wen Chun-ying
87601137,A. Sánchez
48866094,A. Bonanomi
2111221879,Dashun Wang
2188748,V. Buskens
2833301,Telmo Menezes
14289980,S. Zhuchkova
2066014855,S. Fortunato
1749578,A. Rijt
3884733,D. Romanini
123542920,Raluca Gui
144007353,Avidit Acharya
153451463,Ben Thies
37172342,Ming-Ming Xiao
90832611,H. Jonathan
2132856,Philippa Shoemark
2052149070,Dr.
1834047,Jungseock Joo
40053408,Milan van den Heuvel
152984544,C. Wagner
1470726743,Madeline Chantry Schiappa
1418098184,Adrien Benamira
1484253558,Y. Prifti
91167212,J. Jünger
49847221,R. Németh
2082578902,DMITRY ZINOVIEV
1450871945,Barabasi Albert-Laszlo
47498987,Yi Jing
2149189298,Hui Xu
82463398,Carsten Schwemmer
37308372,E. Moro
35618632,Chico Q. Camargo
115386309,S. Hale
2054694496,Daniel J. Goldstein
3164658,Benjamin Vandermarliere
152646535,A. Alabdulkareem
14580412,S. Lera
51301358,Milán Janosov
145472316,F. Diaz
7288336,A. Nenko
47930228,M. Brambilla
151222817,S. Sy
121896523,U. Matter
48739910,W. Liao
1775071,Talal Rahwan
1411234229,Fokkens Antske
71022991,Iraklis Moutidis
38917723,David Mimno
3305606,T. Verma
145999300,Ali Aghelmaleki
51040873,G. Campedelli
2152916230,Y. Yang
35455751,J. Reelfs
3663418,Xiancheng Li
1755618,W. Sethares
1714923,J. Almeida
2065563176,Dimitrios Milioris
148295729,Vanus Jan
2255094,Daniel Villatoro
48280546,Lingqing Jiang
11299276,Guanghua Chi
49105984,M. Mathioudakis
2060131580,N. Oliver
2057368913,G. Jacob
2592694,Haewoon Kwak
46567426,Yphtach Lelkes
1782658,Kristina Lerman
2698329,M. Karsai
47503439,U. Liebe
2917718,Yohsuke Murase
8554587,P. Törnberg
1387202038,J. Van Hook
2053981547,Ayush Rai
46455367,F. Murray
3318461,M. Gagliolo
2777543,Shubhanshu Mishra
79695806,Yan Jianliang
145938210,Marc Keuschnigg
145798484,Kai R. T. Larsen
27558311,Douglas Guilbeault
2053062565,M. Lukac
39289954,B. Bell
52139981,A. E. Fard
1903191268,Dimosthenis Stefanidis
1387727781,S. Cho
32461140,J. Allen
3499140,Aleksandra Alorić
1746034,L. Getoor
47132201,Zhang Jingwen
2070779895,W. Bernasco
2081570309,D. Alexandrov
40570220,A. May
3085084,Abdullah Almaatouq
2068522604,Ethan M Bernstein
40136483,M. Lindegaard
2065765478,F. Squazzoni
3445542,F. F. Liza
117182555,Subhayan Mukerjee
4615706,Ziv Epstein
47554129,Tarunima Prabhakar
102751334,B. Johan
150165531,J. van der Laan
49140204,C. Bouwens
2069315974,A. Pentland
2518906,David Ifeoluwa Adelani
31738766,A. Campero
1997996309,Marijn ten Thij
7003557,Annie Haakenstad
2066469124,Kostas Stathoulopoulos
98378192,F. Jansson
1668875426,Itto Kornecki
21368654,M. Harris
2095413715,Radim Hladík
4870704,S. Bence
33913983,Aniket Alam
1741175,G. Vattay
3007123,D. Silvestro
147935954,R. Massimo
1410123881,Yuan Yuan
51435753,Lorenzo Lucchini
41127197,A. Shirokanova
49382924,L. Reyes
3261461,E. Jahani
145655675,R. West
6171460,M. Bolsinova
52269660,G. Walkden
2202612309,Jian Gao
1825230455,Ma Meiyi
2148467633,H. Sousa
40800578,Oana Vuculescu
2118933272,Zhengang Zhu
2052846044,Ian N. Wood
48618166,Li Chenghua
8311574,M. D. Domenico
49628663,S. Nair
1743706,G. Miritello
47921254,R. Morgan
117386123,N. Bhushan
2048615647,Dieter Wang
79851419,Vsevolod Suschevskiy
1447266398,J. Chu-Shore
1778398,Lada A. Adamic
2053644886,J. Sterling
31839582,J. Gleeson
2093306261,Wu Lingfei
24502746,Marita Jacob
2648332,W. Woon
2052615416,M. Schmitt
1403087742,C. Rodríguez-Sickert
2064372444,A. Schofield
40594032,P. Melo
119411471,Christian Pipal
46172580,A. Santoro
104763554,S. Wojcik
2853607,D. Valeeva
2314259,J. Blumenstock
2153876524,A. Urman
46886279,Anikó Hannák
2897109,G. Maris
5241662,T. Nishida
80364483,Nora Ammann
1490777841,D. Nguyen
2064505395,Carlos Sarraute
6466660,Aamena Alshamsi
46736494,Lisa Merten
2075527036,Jérémie Rappaz
144324702,R. Kashyap
1453202301,Nerghes Adina
2056097457,M. Sokolov
6673771,Simone Centellegher
1777051,G. Pallis
1415151823,Davide Vega D'Aurelio
2108777102,Yi-Min Yang
47228973,A. Rosina
71227888,D. Joseph
31304979,Y. Kitakami
40339392,Rishabh Kaushal
9342947,Dong Xiao-wen
2101037,F. Lemmerich
2798221,Kokil Jaidka
2074978621,T. Baudin
70224648,C. Puschmann
40025432,E. Moro
1404974024,N. O’Clery
48629988,E. Dolgova
104942679,A. Urbinati
2055740968,K. Izumi
2059052658,Luke Stark
47632726,Qiusi Sun
5344473,S. Verguet
2943419,Jan Overgoor
48169121,Sebastian Deri
2068824507,S. Lehmann
34444206,G. Schumacher
38870341,Matthijs L. van Leeuwen
1740991842,Anton N. Boichenko
2027078570,M. Odaka
3403045,Nicolas Cointe
102544229,M. Elissa
1783512,Hyejin Youn
2005765789,Kiran Garimella
144584024,J. Ugander
122048410,S. Weller
3185333,D. Lazer
2099717,Ákos Jakobi
2105715435,Z. M. V. van Berlo
2145288227,Luyao Liu
121948009,Ryo Hamawaki
6990309,V. Köksal
101872516,V. Yevgeniy
2419451,Motahhare Eslami
2102720733,Lukas Fervers
3046920,Junjun Yin
47342599,M. González
2065339032,Jaron Harambam
1696916,C. Veenman
5507954,L. Perfeito
144212002,M. Hilbert
145737978,Chathika Gunaratne
1745451,A. Ballatore
32172711,Abe D. Hofman
2052431494,P. Howard
2477784,Azadeh Nematzadeh
7378051,Yi-bei Chen
2187761,P. Expert
122195930,Daniele Guariso
40467627,A. King
9297373,Su Shaojing
32822615,Samuel C. Woolley
2100981919,Vincenz Frey
116693203,Olga Silyutina
2072733252,Nathan Dwyer
117397683,Florian Wanders
32071555,Ashton Anderson
48367403,Kim Eriksson
1576034034,David García
87000325,H. Nunner
2071682401,L. Steg
51044369,N. Baral
9997588,P. Leifeld
1379485264,Chathura Jayalath
152434613,Shrikanth S. Narayanan
1709372,P. D. Meo
3191663,I. Couzin
114115436,D. Rama
2207163,Ying-ying Ding
49479696,Michael D. Conover
119581298,A. Jacobs
2146021023,Yangyang Wang
1629739923,Reham Al Tamime
2110723862,S. Takahashi
2068874832,G. Murray
49201881,R. Corten
1907673,Przemyslaw A. Grabowicz
52521174,K. Yasuko
2084631489,Daniel A Goldstein
2120926430,Joachim G. Piepenburg
145781388,C. Hidalgo
1439702795,J. Kas
2080573026,B. Steunenberg
120578616,Broekel Tom
2074128237,M. Tomassini
11042363,K. Schoors
145651826,Z. Khan
107745760,Kmetty Zoltán
113404529,Joseph W. Bajjalieh
2144708089,Xinyi Wang
2053039226,A. Cardoso
3233874,J. Skvoretz
118236823,Tara Sowrirajan
34488376,A. Hughes
10191555,Z. Sasovova
2036463605,A. Furman
2005264265,Fanni Máté
49164724,Christopher Janssen
1750977296,Ed de Jonge
145955154,F. C. Santos
145935703,J. Bright
102430107,G. Riccardo
2108667799,Andrew A. Li
3165804,H. Wessler
2653499,V. Traag
29889931,Sicheng Dai
2116052969,C. Song
39496312,A. Sîrbu
48285378,H. Matsushima
47399811,R. Sinatra
1978063933,Shahad Althobaiti
1804104,R. Zemel
35168570,G. D. F. Morales
3449027,Abeer Aldayel
1405590382,E. Katona
3422951,Y. Benjamini
145972803,Omar A. Guerrero
2053028121,M. Takano
34330454,Hywel R. Williams
3380587,Ivan P. Yamshchikov
2746533,I. Emi
40577876,Satyam Mukherjee
82832669,B. Yi
50530361,S. Guo
2065620888,M. Zafar
1996878,Dean Eckles
40599691,V. Pinheiro
2109843146,Anxo Sánchez
40196311,M. Morris
107583198,S. Praet
3029081,D. Bountouridis
7994350,Dimitra Liotsiou
1395103544,Mirko Reul
2128916708,Aliakbar Akbaritabar
122392325,M. Gasparini
49594173,N. Sokolova
2703478,V. Sekara
71774295,Chen Lu-shi
2033965,M. Wolters
1418100032,Etienne Lesot
133934946,E.Erdal Yörük
46278029,Gergő Tóth
2054617977,A. Jang
145372039,Jean Bruggeman
50687524,J. Hoey
118961615,C. Howland
1688470,G. Kazai
2144737182,L. Wang
2087089789,P. Zhou
103932770,Max Pellert
6636071,H. Stoof
51246162,Mikko Kivelä
2504674,D. Paolotti
33879142,R. Alam
147889974,Ricardo Buera Corchón
2075405123,S. Chakraborty
84289130,A.H.W. Bruns
134345742,Milad Abbasiharofteh
2117664415,F. van der Wouden
2632078,Bogdan State
2071242659,J. Hagan
118729850,Dominika Czerniawska
31443823,G. Anagnostopoulos
1705156,I. Rahwan
1958921,K. Gummadi
145240198,D. Pérez
1415110072,Benjamin Devillers
145784687,Walid M. Hanna
1884131,T. Rudas
145591072,Onyi Lam
2008217410,R. Arulkumaran
31083356,C. Francisco
1568048881,T. Shimada
143716988,M. Levene
2057693431,F. Karimi
9820990,Daniel Ciganda
2004014746,Isabella Loaiza
144763838,Giorgia Ramponi
2876837,P. Panzarasa
145627416,M. Stephen
2736883,N. Metoui
47960435,D. Avraam
144781813,A. Delden
2752996,A. Antonioni
1716200814,Spencer Hommel
150272181,R. Arthur
3461693,A. Pah
39073532,M. Alfano
1730465,F. Radicchi
144166108,D. Martens
2196000615,Nikolas Zöller
2164871,Gianluca Carnabuci
66824667,Isak Ladegaard
37455034,M. Müller
145521402,Jeremy Burke
2067402663,J. Gleeson
137876510,J. Lach
2057955897,M. Petrova
1422561553,D. V. Rooy
2146599621,J. Stankovic
2110676310,Jia-Chang Sun
2065672229,Kasper Welbers
48236763,D. Quercia
144991545,I. Valera
2071105981,Nick S. Jones
2078552030,A. Diekmann
90039686,F. Ostritz
2109842138,A. Sanchez
1579700177,Parizad Bahardoost
2153284265,Nannan Zhang
102366016,Lengyel Balázs
152765431,C. A. Vieira
71787654,B. Denis
80442103,Çağrı Yoltar
2144568816,Sanghoon Lee
12005102,A. Oliveira
2108302924,Ju-Sin Lee
2195694,Zachary P. Neal
40454144,Alicia Eads
71377045,Jeff Lockhart Fcrh
2142832956,M. Tsvetkova
104473680,Aleksei Rotmistrov
73456522,Kondor Dániel
112993665,Clemens Harten
150150570,Julian Kohne
123873301,C. Roth
66124729,F. Löcherbach
1752616381,M. A. van der Velden
48132375,Wojtek Przepiorka
52135517,A. Samantray
144221261,David C. Rand
2124646036,Jeroen van den Ochtend
52229695,Devyani Parameshwar
1912123157,Fırat Duruşan
2123091329,Bernardo Garcia Bulle Bueno
2081923667,Ding Jieyu
51965804,Luca Verginer
3755051,M. Bouchet
1471887945,Kate Furman
2109647303,A. Sharma
1770229,Maksim Tsvetovat
147016125,J. Ahn
8008695,F. Musciotto
2111228581,Chris L. Wilson
2023811474,Nicolas Todd
1698672,L. Šubelj
145618126,A. Morales
70471077,V. M. Han
1670042077,L. L. Gorrec
1855575,G. Békés
33978150,R. Stelter
10721627,D. Trilling
91032827,Gesa Biermann
1394654208,Siddharth Ravinutala
144130084,Flávio L. Pinheiro
1860720135,Daniela Gawehns
2116405252,Yu Gu
9952841,Iacopo Pozzana
2155615304,Souvik Ghosh
2066992265,Sébastien Lerique
2210775,P. Strimling
91890528,F. M. Cardoso
117414490,C. Marta
147171110,J. W. Vaughan
144490412,E. Melissa
79828215,Ali Hürriyetoǧlu
2063998111,A. Oksanen
2065215943,Hartmut Wessler
146543450,D. Ruiz
2066095952,M. Strohmaier
40685732,A. Bovet
2572528,S. Dokuka
103561335,Jens Wäckerle
144582112,M. Pereda
2155970749,"Tonelli, Sara"
71117783,C. Nuno
1485842180,Cunha Vitor M.C.F.
113236188,Topa Gomes Antonio
114040050,M. Tiago
117976784,Lurdes Lopes Maria de
2071139509,D. G. Eduardo
148141880,S. Sofia
145679844,Leite-Almeida Hugo
2072277222,M. G. Jeffrey
2103613965,Y. T. Roger
2096253242,S. Molly
15402394,Sousa Nuno
2057764865,J. S. Antonio
2058179150,Luo Hongliang
2093635828,Lin Yamei
51325858,Zhu Jianhua
2058096577,Huang Zhiming
102042113,Dong Xueyan
2097960546,Jiang Tiemin
48276691,Chen Lijun
2052330953,Li Kun
2089255858,Lin Jiantao
2071064194,Wang Qun
49107695,Sun Hao
66049681,Gan Dan
1393781699,J. Achi
2057199546,Yuejin Hua
113630229,Johanna Hartmann
34698604,Hendrik Heuer
1706471,T. Schreck
39524204,M. Lischka
1453134893,W. Luo
2202922908,Fatima Maya
38617179,Philipp Krieter
2057006106,K. D. Wolf
1822060,J. Jarke
2120219939,Hendrik Hoch
2145514,Yannis Theocharis
2035504632,Michael Viertel
2089315237,Sigrid Hartong
98223541,Oscar Alvarado
8474018,V. Abeele
2629441,K. Verbert
1396108917,Anna Polizzotto
2072480256,Franziska Marx
2694786,Rifaat Abdalla
1411462771,F. Abdel-Hameed
2650373,Nina Abdul Razzak
52486016,Y. Abouelenein
97474053,B. Akkoyunlu
2174194,Ali Sharaf Al Musawi
2087619,Jaflah AlAmmary
1715552,P. Albion
66313803,Otilia Alejandro
1402915010,N. Al-Qirim
2061530056,C. Alvarenga
3037850,Nikolaos Amanatidis
32687908,Mohamed A. Amasha
101323918,M. Ambreen
145581727,Muhammad Anshari
144564004,G. Anthony
143703311,V. Argyropoulos
118632574,U. A. Yucel
9929564,Selami Aydın
1391690776,Sriram B. Alireza Badeleh
23564309,A. Baqais
98767855,G. Baron
2572303,Hoda Baytiyeh
118248565,E. Bell
1689571,M. Bernardi
2057418052,Mandeep Bhatia
1391690706,Kathryn Biacindo
1399211341,M. Bitter-Rijpkema
33505414,E. Blair
31996807,R. Blonder
10289020,J. Boster
2100228514,M. Bouciguez
143664517,T. Brinda
98470880,M. Buhl
8067749,C. Burnett
20847749,Shawna BuShell
144724570,P. Campanella
2064732957,Cornelia Castro
3088392,Z. Čekerevac
2066446416,Joseph Chao
8007587,K. Chatzara
2118537866,Lin Chen
1391690697,Karamti Chiraz
2138105,Ta-Tao Chuang
3016660,Ritesh Chugh
153083617,P. Cleary
2112928474,Anat Cohen
1403129676,Jo Coldwell-Neilson
52276995,J. Cordeiro
145233364,B. Davey
144213246,J. D. Boer
2621369,V. Dennen
1788661,Laurent Denoue
2077005907,Shyam Diwakar
51916434,R. Dlamini
2013784,H. Drenoyianni
2985188,A. Dubey
70489747,Akın Efendioğlu
2080002631,Birgit Eickelmann
2096650,Shahira El Alfy
9331752,A. E. Mhouti
81096476,Ghada Said
1414016414,Walaa M. El-Henawy
69476403,Ann-Britt Enochsson
1880855,M. Falch
40867947,S. Fatahi
2057090891,S. Ferreira
50337178,A. Fluck
2224760,Emmanuel Fokides
30631123,M. Fortes
143608605,A. Fox
115156467,Jianyang Geng
133892384,E. Georgalis
2057470717,Ann George
8673936,Simin Ghavifekr
2060104394,D. Gibson
40284465,Suki Goodman
50721812,Jessica Gordon
2147154,Swapna Gottipati
8752082,Sam Goundar
34758068,M. Grandbastien
2842459,N. Gromik
3235761,Ani Grubišić
2959204,Jože Guna
2130388177,Preeti Gupta
2054575243,M. Hammond
1964448,A. Harfield
3704757,K. Harper
2005484,B. Harper
2923122,Alon Hasgall
1738207,O. Hazzan
1575872141,Thang Ho
50777445,Jeanne Ho
22552694,M. Honorato
31411160,S. Howard
2118956900,Chenglie Hu
147319967,Lingchao Hu
50117654,Leah J. Hunter
145909701,O. Ige
2298014,L. Ilomäki
2965003,Maria Antonietta Impedovo
144581170,G. Ioannidis
1405685829,O. Iskrenovic-Momcilovic
143669759,Salam Ismaeel
3337578,Emerson Abraham Jackson
8577675,Shailaja Jayashankar
2152632342,Hao Jiang
49532396,Anthony J. Jones
2703160,N. F. Jumaat
2178137,M. Kalogiannakis
9163383,Sujith Kanagarajan
24520374,A. Kanáliková
2477634,Charalampos Karagiannidis
2358298,Y. Karagiorgi
2068974870,G. Karlsson
11056656,A. Kassam
39416694,Y. Katz
2420745,I. Kazanidis
32024084,T. Keane
2515812,S. Kennewell
3422688,Madhury Khatun
5922391,Jintavee Khlaisang
5224842,Zeynep Koçoglu
2886564,Mehmet Kokoç
2339679,J. Konert
3065228,Sini Kontkanen
1391690817,A. Korchi
3295290,M. Kordaki
2024070,Utku Kose
40394748,J. Kukkonen
2090136518,G. Kumar
1383495906,B. Kumar
3426995,D. Kuswardhana
1403781894,Lydia Kyei-Blankson
97957074,Kelly La Venture
2164632,T. Lainema
2057076506,H. C. Lam
2022694,S. Lau
47657102,N. Law
2234845,F. Lazarinis
15464180,C. Lewin
2111354297,Yulong Li
1950464,M. Limniou
2716228,T. Limpanuparb
1925936,Barbara Linck
2110881663,Xia Liu
144786954,P. Luik
1455786567,M. Lyashenko
40268049,Larysa V. Lysenko
1391690714,F. Maaz
2785267,Francisco A. Madera
1405286603,T. Magal-Royo
2014872,J. Magenheim
3171848,S. Manca
120950554,G. Marshall
2142431484,Barbara Martin
1410535716,R. Martinez-Lopez
145939486,S. Mathur
2975569,N. Mavengere
33974170,S. McPherson
2052046987,António Mendes
40356662,R. Menzies
144142292,D. Messer
87742117,Shahajan Miah
2002735,T. Mikropoulos
51017879,Zohre Mohamadi
32713534,S. Mohapatra
29847508,E. Mohebbi
48461579,I. Molnár
48165135,Lucía Morales
2773097,Eleni Morfidi
2650220,P. Mukala
72259975,Muaadh Mukred
2052275,J. Multisilta
21151933,Herri Mulyono
1727251,M. Nakayama
21189903,P. Nataraja
2075327943,V. A. Nguyen
3218000,K. Nikolopoulou
2700577,Jalal Nouri
71867994,U. Ogbonnaya
144958926,J. Osorio
2113890867,Michael O’Sullivan
1411597675,Y. Owusu-Agyeman
3254359,S. Oyelere
118532036,G. Ozenen
3129663,M. Paechter
1957484,G. Palaigeorgiou
2054572440,N. Papadopoulos
1862509,Marina Papastergiou
2423108,I. Pappas
3203287,Nikolaos Pellas
3006937,M. Cota
2091976,Carlo Perrotta
48262693,J. Petrović
2819518,Susanna Pöntinen
66777792,Abbas Pourhosein Gilakjani
2392133,Keryn Pratt
1391690935,T. Prendergast
50716514,P. Quaresma
101011862,Clay Rasmussen
2876492,S. Ratté
2034345,Sasha A. Reese
32667231,P. Reid
1398515319,Francisco Rejón-Guardia
2075229276,A. Hepp
2337964,Thomas N. Friemel
73699507,Uwe Hasebrink
150237235,Markus von der Heyde
2077404183,Arne Hendrik Ruhe
35127671,J. Broer
118769131,Wiebke Sauerland
3239149,Arnd Huchzermeier
3149714,K. Schildkamp
46396621,J. Vanhoof
1452716288,Meity Panambunan-Ferse
1939485,D. Passey
3073222,A. Visscher
2146216340,Arne Hendrik Schulz
2479091,Louisa Karbautzki
38951574,M. Marciniak
2484346,David Ronka
118340371,Leah M. Gross
2617241,Emese Stauke
70063228,B. Schaefer
2955998,Elif Tanrikulu
